dags,kyn,rekstrarform,starfandi,bakgrunnur,tegund
2011-06-01,Karlar,K2: stofnun sveitarfélags,9308,Íslenskur bakgrunnur,Opinbert
2011-06-01,Karlar,K2: stofnun sveitarfélags,358,Innflytjendur,Opinbert
2011-06-01,Konur,K2: stofnun sveitarfélags,21932,Alls,Opinbert
2011-06-01,Konur,K2: stofnun sveitarfélags,20623,Íslenskur bakgrunnur,Opinbert
2011-06-01,Konur,K2: stofnun sveitarfélags,1309,Innflytjendur,Opinbert
2011-07-01,Alls,K2: stofnun sveitarfélags,33373,Alls,Opinbert
2011-07-01,Alls,K2: stofnun sveitarfélags,31701,Íslenskur bakgrunnur,Opinbert
2011-07-01,Alls,K2: stofnun sveitarfélags,1672,Innflytjendur,Opinbert
2011-07-01,Karlar,K2: stofnun sveitarfélags,11018,Alls,Opinbert
2011-07-01,Karlar,K2: stofnun sveitarfélags,10618,Íslenskur bakgrunnur,Opinbert
2011-07-01,Karlar,K2: stofnun sveitarfélags,400,Innflytjendur,Opinbert
2011-07-01,Konur,K2: stofnun sveitarfélags,22354,Alls,Opinbert
2011-07-01,Konur,K2: stofnun sveitarfélags,21082,Íslenskur bakgrunnur,Opinbert
2011-07-01,Konur,K2: stofnun sveitarfélags,1272,Innflytjendur,Opinbert
2011-08-01,Alls,K2: stofnun sveitarfélags,27951,Alls,Opinbert
2011-08-01,Alls,K2: stofnun sveitarfélags,26435,Íslenskur bakgrunnur,Opinbert
2011-08-01,Alls,K2: stofnun sveitarfélags,1516,Innflytjendur,Opinbert
2011-08-01,Karlar,K2: stofnun sveitarfélags,7969,Alls,Opinbert
2011-08-01,Karlar,K2: stofnun sveitarfélags,7665,Íslenskur bakgrunnur,Opinbert
2011-08-01,Karlar,K2: stofnun sveitarfélags,304,Innflytjendur,Opinbert
2011-08-01,Konur,K2: stofnun sveitarfélags,19981,Alls,Opinbert
2011-08-01,Konur,K2: stofnun sveitarfélags,18769,Íslenskur bakgrunnur,Opinbert
2011-08-01,Konur,K2: stofnun sveitarfélags,1212,Innflytjendur,Opinbert
2011-09-01,Alls,K2: stofnun sveitarfélags,24429,Alls,Opinbert
2011-09-01,Alls,K2: stofnun sveitarfélags,22949,Íslenskur bakgrunnur,Opinbert
2011-09-01,Alls,K2: stofnun sveitarfélags,1480,Innflytjendur,Opinbert
2011-09-01,Karlar,K2: stofnun sveitarfélags,5779,Alls,Opinbert
2011-09-01,Karlar,K2: stofnun sveitarfélags,5521,Íslenskur bakgrunnur,Opinbert
2011-09-01,Karlar,K2: stofnun sveitarfélags,258,Innflytjendur,Opinbert
2011-09-01,Konur,K2: stofnun sveitarfélags,18649,Alls,Opinbert
2011-09-01,Konur,K2: stofnun sveitarfélags,17427,Íslenskur bakgrunnur,Opinbert
2011-09-01,Konur,K2: stofnun sveitarfélags,1222,Innflytjendur,Opinbert
2011-10-01,Alls,K2: stofnun sveitarfélags,23731,Alls,Opinbert
2011-10-01,Alls,K2: stofnun sveitarfélags,22253,Íslenskur bakgrunnur,Opinbert
2011-10-01,Alls,K2: stofnun sveitarfélags,1478,Innflytjendur,Opinbert
2011-10-01,Karlar,K2: stofnun sveitarfélags,5449,Alls,Opinbert
2011-10-01,Karlar,K2: stofnun sveitarfélags,5196,Íslenskur bakgrunnur,Opinbert
2011-10-01,Karlar,K2: stofnun sveitarfélags,253,Innflytjendur,Opinbert
2011-10-01,Konur,K2: stofnun sveitarfélags,18281,Alls,Opinbert
2011-10-01,Konur,K2: stofnun sveitarfélags,17056,Íslenskur bakgrunnur,Opinbert
2011-10-01,Konur,K2: stofnun sveitarfélags,1225,Innflytjendur,Opinbert
2011-11-01,Alls,K2: stofnun sveitarfélags,23993,Alls,Opinbert
2011-11-01,Alls,K2: stofnun sveitarfélags,22501,Íslenskur bakgrunnur,Opinbert
2011-11-01,Alls,K2: stofnun sveitarfélags,1492,Innflytjendur,Opinbert
2011-11-01,Karlar,K2: stofnun sveitarfélags,5546,Alls,Opinbert
2011-11-01,Karlar,K2: stofnun sveitarfélags,5287,Íslenskur bakgrunnur,Opinbert
2011-11-01,Karlar,K2: stofnun sveitarfélags,259,Innflytjendur,Opinbert
2011-11-01,Konur,K2: stofnun sveitarfélags,18446,Alls,Opinbert
2011-11-01,Konur,K2: stofnun sveitarfélags,17213,Íslenskur bakgrunnur,Opinbert
2011-11-01,Konur,K2: stofnun sveitarfélags,1233,Innflytjendur,Opinbert
2011-12-01,Alls,K2: stofnun sveitarfélags,24184,Alls,Opinbert
2011-12-01,Alls,K2: stofnun sveitarfélags,22690,Íslenskur bakgrunnur,Opinbert
2011-12-01,Alls,K2: stofnun sveitarfélags,1494,Innflytjendur,Opinbert
2011-12-01,Karlar,K2: stofnun sveitarfélags,5739,Alls,Opinbert
2011-12-01,Karlar,K2: stofnun sveitarfélags,5477,Íslenskur bakgrunnur,Opinbert
2011-12-01,Karlar,K2: stofnun sveitarfélags,262,Innflytjendur,Opinbert
2011-12-01,Konur,K2: stofnun sveitarfélags,18444,Alls,Opinbert
2011-12-01,Konur,K2: stofnun sveitarfélags,17212,Íslenskur bakgrunnur,Opinbert
2011-12-01,Konur,K2: stofnun sveitarfélags,1232,Innflytjendur,Opinbert
2012-01-01,Alls,K2: stofnun sveitarfélags,24088,Alls,Opinbert
2012-01-01,Alls,K2: stofnun sveitarfélags,22605,Íslenskur bakgrunnur,Opinbert
2012-01-01,Alls,K2: stofnun sveitarfélags,1483,Innflytjendur,Opinbert
2012-01-01,Karlar,K2: stofnun sveitarfélags,5543,Alls,Opinbert
2012-01-01,Karlar,K2: stofnun sveitarfélags,5279,Íslenskur bakgrunnur,Opinbert
2012-01-01,Karlar,K2: stofnun sveitarfélags,264,Innflytjendur,Opinbert
2012-01-01,Konur,K2: stofnun sveitarfélags,18544,Alls,Opinbert
2012-01-01,Konur,K2: stofnun sveitarfélags,17325,Íslenskur bakgrunnur,Opinbert
2012-01-01,Konur,K2: stofnun sveitarfélags,1219,Innflytjendur,Opinbert
2012-02-01,Alls,K2: stofnun sveitarfélags,24051,Alls,Opinbert
2012-02-01,Alls,K2: stofnun sveitarfélags,22567,Íslenskur bakgrunnur,Opinbert
2012-02-01,Alls,K2: stofnun sveitarfélags,1484,Innflytjendur,Opinbert
2012-02-01,Karlar,K2: stofnun sveitarfélags,5588,Alls,Opinbert
2012-02-01,Karlar,K2: stofnun sveitarfélags,5318,Íslenskur bakgrunnur,Opinbert
2012-02-01,Karlar,K2: stofnun sveitarfélags,270,Innflytjendur,Opinbert
2012-02-01,Konur,K2: stofnun sveitarfélags,18462,Alls,Opinbert
2012-02-01,Konur,K2: stofnun sveitarfélags,17248,Íslenskur bakgrunnur,Opinbert
2012-02-01,Konur,K2: stofnun sveitarfélags,1214,Innflytjendur,Opinbert
2012-03-01,Alls,K2: stofnun sveitarfélags,24199,Alls,Opinbert
2012-03-01,Alls,K2: stofnun sveitarfélags,22700,Íslenskur bakgrunnur,Opinbert
2012-03-01,Alls,K2: stofnun sveitarfélags,1499,Innflytjendur,Opinbert
2012-03-01,Karlar,K2: stofnun sveitarfélags,5627,Alls,Opinbert
2012-03-01,Karlar,K2: stofnun sveitarfélags,5357,Íslenskur bakgrunnur,Opinbert
2012-03-01,Karlar,K2: stofnun sveitarfélags,270,Innflytjendur,Opinbert
2012-03-01,Konur,K2: stofnun sveitarfélags,18571,Alls,Opinbert
2012-03-01,Konur,K2: stofnun sveitarfélags,17342,Íslenskur bakgrunnur,Opinbert
2012-03-01,Konur,K2: stofnun sveitarfélags,1229,Innflytjendur,Opinbert
2012-04-01,Alls,K2: stofnun sveitarfélags,24314,Alls,Opinbert
2012-04-01,Alls,K2: stofnun sveitarfélags,22800,Íslenskur bakgrunnur,Opinbert
2012-04-01,Alls,K2: stofnun sveitarfélags,1514,Innflytjendur,Opinbert
2012-04-01,Karlar,K2: stofnun sveitarfélags,5708,Alls,Opinbert
2012-04-01,Karlar,K2: stofnun sveitarfélags,5438,Íslenskur bakgrunnur,Opinbert
2012-04-01,Karlar,K2: stofnun sveitarfélags,270,Innflytjendur,Opinbert
2012-04-01,Konur,K2: stofnun sveitarfélags,18605,Alls,Opinbert
2012-04-01,Konur,K2: stofnun sveitarfélags,17361,Íslenskur bakgrunnur,Opinbert
2012-04-01,Konur,K2: stofnun sveitarfélags,1244,Innflytjendur,Opinbert
2012-05-01,Alls,K2: stofnun sveitarfélags,24696,Alls,Opinbert
2012-05-01,Alls,K2: stofnun sveitarfélags,23172,Íslenskur bakgrunnur,Opinbert
2012-05-01,Alls,K2: stofnun sveitarfélags,1524,Innflytjendur,Opinbert
2012-05-01,Karlar,K2: stofnun sveitarfélags,5868,Alls,Opinbert
2012-05-01,Karlar,K2: stofnun sveitarfélags,5584,Íslenskur bakgrunnur,Opinbert
2012-05-01,Karlar,K2: stofnun sveitarfélags,284,Innflytjendur,Opinbert
2012-05-01,Konur,K2: stofnun sveitarfélags,18827,Alls,Opinbert
2012-05-01,Konur,K2: stofnun sveitarfélags,17587,Íslenskur bakgrunnur,Opinbert
2012-05-01,Konur,K2: stofnun sveitarfélags,1240,Innflytjendur,Opinbert
2012-06-01,Alls,K2: stofnun sveitarfélags,30982,Alls,Opinbert
2012-06-01,Alls,K2: stofnun sveitarfélags,29356,Íslenskur bakgrunnur,Opinbert
2012-06-01,Alls,K2: stofnun sveitarfélags,1626,Innflytjendur,Opinbert
2012-06-01,Karlar,K2: stofnun sveitarfélags,9434,Alls,Opinbert
2012-06-01,Karlar,K2: stofnun sveitarfélags,9068,Íslenskur bakgrunnur,Opinbert
2012-06-01,Karlar,K2: stofnun sveitarfélags,366,Innflytjendur,Opinbert
2012-06-01,Konur,K2: stofnun sveitarfélags,21547,Alls,Opinbert
2012-06-01,Konur,K2: stofnun sveitarfélags,20287,Íslenskur bakgrunnur,Opinbert
2012-06-01,Konur,K2: stofnun sveitarfélags,1260,Innflytjendur,Opinbert
2012-07-01,Alls,K2: stofnun sveitarfélags,32861,Alls,Opinbert
2012-07-01,Alls,K2: stofnun sveitarfélags,31230,Íslenskur bakgrunnur,Opinbert
2012-07-01,Alls,K2: stofnun sveitarfélags,1631,Innflytjendur,Opinbert
2012-07-01,Karlar,K2: stofnun sveitarfélags,10856,Alls,Opinbert
2012-07-01,Karlar,K2: stofnun sveitarfélags,10471,Íslenskur bakgrunnur,Opinbert
2012-07-01,Karlar,K2: stofnun sveitarfélags,385,Innflytjendur,Opinbert
2012-07-01,Konur,K2: stofnun sveitarfélags,22004,Alls,Opinbert
2012-07-01,Konur,K2: stofnun sveitarfélags,20758,Íslenskur bakgrunnur,Opinbert
2012-07-01,Konur,K2: stofnun sveitarfélags,1246,Innflytjendur,Opinbert
2012-08-01,Alls,K2: stofnun sveitarfélags,27887,Alls,Opinbert
2012-08-01,Alls,K2: stofnun sveitarfélags,26346,Íslenskur bakgrunnur,Opinbert
2012-08-01,Alls,K2: stofnun sveitarfélags,1541,Innflytjendur,Opinbert
2012-08-01,Karlar,K2: stofnun sveitarfélags,8027,Alls,Opinbert
2012-08-01,Karlar,K2: stofnun sveitarfélags,7708,Íslenskur bakgrunnur,Opinbert
2012-08-01,Karlar,K2: stofnun sveitarfélags,319,Innflytjendur,Opinbert
2012-08-01,Konur,K2: stofnun sveitarfélags,19859,Alls,Opinbert
2012-08-01,Konur,K2: stofnun sveitarfélags,18637,Íslenskur bakgrunnur,Opinbert
2012-08-01,Konur,K2: stofnun sveitarfélags,1222,Innflytjendur,Opinbert
2012-09-01,Alls,K2: stofnun sveitarfélags,24760,Alls,Opinbert
2012-09-01,Alls,K2: stofnun sveitarfélags,23210,Íslenskur bakgrunnur,Opinbert
2012-09-01,Alls,K2: stofnun sveitarfélags,1550,Innflytjendur,Opinbert
2012-09-01,Karlar,K2: stofnun sveitarfélags,6002,Alls,Opinbert
2012-09-01,Karlar,K2: stofnun sveitarfélags,5714,Íslenskur bakgrunnur,Opinbert
2012-09-01,Karlar,K2: stofnun sveitarfélags,288,Innflytjendur,Opinbert
2012-09-01,Konur,K2: stofnun sveitarfélags,18758,Alls,Opinbert
2012-09-01,Konur,K2: stofnun sveitarfélags,17496,Íslenskur bakgrunnur,Opinbert
2012-09-01,Konur,K2: stofnun sveitarfélags,1262,Innflytjendur,Opinbert
2012-10-01,Alls,K2: stofnun sveitarfélags,24612,Alls,Opinbert
2012-10-01,Alls,K2: stofnun sveitarfélags,23021,Íslenskur bakgrunnur,Opinbert
2012-10-01,Alls,K2: stofnun sveitarfélags,1591,Innflytjendur,Opinbert
2012-10-01,Karlar,K2: stofnun sveitarfélags,5929,Alls,Opinbert
2012-10-01,Karlar,K2: stofnun sveitarfélags,5634,Íslenskur bakgrunnur,Opinbert
2012-10-01,Karlar,K2: stofnun sveitarfélags,295,Innflytjendur,Opinbert
2012-10-01,Konur,K2: stofnun sveitarfélags,18683,Alls,Opinbert
2012-10-01,Konur,K2: stofnun sveitarfélags,17387,Íslenskur bakgrunnur,Opinbert
2012-10-01,Konur,K2: stofnun sveitarfélags,1296,Innflytjendur,Opinbert
2012-11-01,Alls,K2: stofnun sveitarfélags,24811,Alls,Opinbert
2012-11-01,Alls,K2: stofnun sveitarfélags,23222,Íslenskur bakgrunnur,Opinbert
2012-11-01,Alls,K2: stofnun sveitarfélags,1589,Innflytjendur,Opinbert
2012-11-01,Karlar,K2: stofnun sveitarfélags,5966,Alls,Opinbert
2012-11-01,Karlar,K2: stofnun sveitarfélags,5679,Íslenskur bakgrunnur,Opinbert
2012-11-01,Karlar,K2: stofnun sveitarfélags,287,Innflytjendur,Opinbert
2012-11-01,Konur,K2: stofnun sveitarfélags,18845,Alls,Opinbert
2012-11-01,Konur,K2: stofnun sveitarfélags,17543,Íslenskur bakgrunnur,Opinbert
2012-11-01,Konur,K2: stofnun sveitarfélags,1302,Innflytjendur,Opinbert
2012-12-01,Alls,K2: stofnun sveitarfélags,24812,Alls,Opinbert
2012-12-01,Alls,K2: stofnun sveitarfélags,23214,Íslenskur bakgrunnur,Opinbert
2012-12-01,Alls,K2: stofnun sveitarfélags,1598,Innflytjendur,Opinbert
2012-12-01,Karlar,K2: stofnun sveitarfélags,6078,Alls,Opinbert
2012-12-01,Karlar,K2: stofnun sveitarfélags,5785,Íslenskur bakgrunnur,Opinbert
2012-12-01,Karlar,K2: stofnun sveitarfélags,293,Innflytjendur,Opinbert
2012-12-01,Konur,K2: stofnun sveitarfélags,18734,Alls,Opinbert
2012-12-01,Konur,K2: stofnun sveitarfélags,17429,Íslenskur bakgrunnur,Opinbert
2012-12-01,Konur,K2: stofnun sveitarfélags,1305,Innflytjendur,Opinbert
2013-01-01,Alls,K2: stofnun sveitarfélags,24648,Alls,Opinbert
2013-01-01,Alls,K2: stofnun sveitarfélags,23079,Íslenskur bakgrunnur,Opinbert
2013-01-01,Alls,K2: stofnun sveitarfélags,1569,Innflytjendur,Opinbert
2013-01-01,Karlar,K2: stofnun sveitarfélags,5928,Alls,Opinbert
2013-01-01,Karlar,K2: stofnun sveitarfélags,5629,Íslenskur bakgrunnur,Opinbert
2013-01-01,Karlar,K2: stofnun sveitarfélags,299,Innflytjendur,Opinbert
2013-01-01,Konur,K2: stofnun sveitarfélags,18720,Alls,Opinbert
2013-01-01,Konur,K2: stofnun sveitarfélags,17450,Íslenskur bakgrunnur,Opinbert
2013-01-01,Konur,K2: stofnun sveitarfélags,1270,Innflytjendur,Opinbert
2013-02-01,Alls,K2: stofnun sveitarfélags,24680,Alls,Opinbert
2013-02-01,Alls,K2: stofnun sveitarfélags,23090,Íslenskur bakgrunnur,Opinbert
2013-02-01,Alls,K2: stofnun sveitarfélags,1590,Innflytjendur,Opinbert
2013-02-01,Karlar,K2: stofnun sveitarfélags,5968,Alls,Opinbert
2013-02-01,Karlar,K2: stofnun sveitarfélags,5663,Íslenskur bakgrunnur,Opinbert
2013-02-01,Karlar,K2: stofnun sveitarfélags,305,Innflytjendur,Opinbert
2013-02-01,Konur,K2: stofnun sveitarfélags,18712,Alls,Opinbert
2013-02-01,Konur,K2: stofnun sveitarfélags,17427,Íslenskur bakgrunnur,Opinbert
2013-02-01,Konur,K2: stofnun sveitarfélags,1285,Innflytjendur,Opinbert
2013-03-01,Alls,K2: stofnun sveitarfélags,24889,Alls,Opinbert
2013-03-01,Alls,K2: stofnun sveitarfélags,23277,Íslenskur bakgrunnur,Opinbert
2013-03-01,Alls,K2: stofnun sveitarfélags,1612,Innflytjendur,Opinbert
2013-03-01,Karlar,K2: stofnun sveitarfélags,6028,Alls,Opinbert
2013-03-01,Karlar,K2: stofnun sveitarfélags,5716,Íslenskur bakgrunnur,Opinbert
2013-03-01,Karlar,K2: stofnun sveitarfélags,312,Innflytjendur,Opinbert
2013-03-01,Konur,K2: stofnun sveitarfélags,18861,Alls,Opinbert
2013-03-01,Konur,K2: stofnun sveitarfélags,17561,Íslenskur bakgrunnur,Opinbert
2013-03-01,Konur,K2: stofnun sveitarfélags,1300,Innflytjendur,Opinbert
2013-04-01,Alls,K2: stofnun sveitarfélags,25174,Alls,Opinbert
2013-04-01,Alls,K2: stofnun sveitarfélags,23551,Íslenskur bakgrunnur,Opinbert
2013-04-01,Alls,K2: stofnun sveitarfélags,1623,Innflytjendur,Opinbert
2013-04-01,Karlar,K2: stofnun sveitarfélags,6220,Alls,Opinbert
2013-04-01,Karlar,K2: stofnun sveitarfélags,5904,Íslenskur bakgrunnur,Opinbert
2013-04-01,Karlar,K2: stofnun sveitarfélags,316,Innflytjendur,Opinbert
2013-04-01,Konur,K2: stofnun sveitarfélags,18954,Alls,Opinbert
2013-04-01,Konur,K2: stofnun sveitarfélags,17647,Íslenskur bakgrunnur,Opinbert
2013-04-01,Konur,K2: stofnun sveitarfélags,1307,Innflytjendur,Opinbert
2013-05-01,Alls,K2: stofnun sveitarfélags,25782,Alls,Opinbert
2013-05-01,Alls,K2: stofnun sveitarfélags,24130,Íslenskur bakgrunnur,Opinbert
2013-05-01,Alls,K2: stofnun sveitarfélags,1652,Innflytjendur,Opinbert
2013-05-01,Karlar,K2: stofnun sveitarfélags,6432,Alls,Opinbert
2013-05-01,Karlar,K2: stofnun sveitarfélags,6114,Íslenskur bakgrunnur,Opinbert
2013-05-01,Karlar,K2: stofnun sveitarfélags,318,Innflytjendur,Opinbert
2013-05-01,Konur,K2: stofnun sveitarfélags,19350,Alls,Opinbert
2013-05-01,Konur,K2: stofnun sveitarfélags,18016,Íslenskur bakgrunnur,Opinbert
2013-05-01,Konur,K2: stofnun sveitarfélags,1334,Innflytjendur,Opinbert
2013-06-01,Alls,K2: stofnun sveitarfélags,31352,Alls,Opinbert
2013-06-01,Alls,K2: stofnun sveitarfélags,29605,Íslenskur bakgrunnur,Opinbert
2013-06-01,Alls,K2: stofnun sveitarfélags,1747,Innflytjendur,Opinbert
2013-06-01,Karlar,K2: stofnun sveitarfélags,9609,Alls,Opinbert
2013-06-01,Karlar,K2: stofnun sveitarfélags,9214,Íslenskur bakgrunnur,Opinbert
2013-06-01,Karlar,K2: stofnun sveitarfélags,395,Innflytjendur,Opinbert
2013-06-01,Konur,K2: stofnun sveitarfélags,21743,Alls,Opinbert
2013-06-01,Konur,K2: stofnun sveitarfélags,20391,Íslenskur bakgrunnur,Opinbert
2013-06-01,Konur,K2: stofnun sveitarfélags,1352,Innflytjendur,Opinbert
2013-07-01,Alls,K2: stofnun sveitarfélags,32783,Alls,Opinbert
2013-07-01,Alls,K2: stofnun sveitarfélags,31048,Íslenskur bakgrunnur,Opinbert
2013-07-01,Alls,K2: stofnun sveitarfélags,1735,Innflytjendur,Opinbert
2013-07-01,Karlar,K2: stofnun sveitarfélags,10653,Alls,Opinbert
2013-07-01,Karlar,K2: stofnun sveitarfélags,10234,Íslenskur bakgrunnur,Opinbert
2013-07-01,Karlar,K2: stofnun sveitarfélags,419,Innflytjendur,Opinbert
2013-07-01,Konur,K2: stofnun sveitarfélags,22130,Alls,Opinbert
2013-07-01,Konur,K2: stofnun sveitarfélags,20814,Íslenskur bakgrunnur,Opinbert
2013-07-01,Konur,K2: stofnun sveitarfélags,1316,Innflytjendur,Opinbert
2013-08-01,Alls,K2: stofnun sveitarfélags,29006,Alls,Opinbert
2013-08-01,Alls,K2: stofnun sveitarfélags,27346,Íslenskur bakgrunnur,Opinbert
2013-08-01,Alls,K2: stofnun sveitarfélags,1660,Innflytjendur,Opinbert
2013-08-01,Karlar,K2: stofnun sveitarfélags,8497,Alls,Opinbert
2013-08-01,Karlar,K2: stofnun sveitarfélags,8145,Íslenskur bakgrunnur,Opinbert
2013-08-01,Karlar,K2: stofnun sveitarfélags,352,Innflytjendur,Opinbert
2013-08-01,Konur,K2: stofnun sveitarfélags,20509,Alls,Opinbert
2013-08-01,Konur,K2: stofnun sveitarfélags,19201,Íslenskur bakgrunnur,Opinbert
2013-08-01,Konur,K2: stofnun sveitarfélags,1308,Innflytjendur,Opinbert
2013-09-01,Alls,K2: stofnun sveitarfélags,25526,Alls,Opinbert
2013-09-01,Alls,K2: stofnun sveitarfélags,23830,Íslenskur bakgrunnur,Opinbert
2013-09-01,Alls,K2: stofnun sveitarfélags,1696,Innflytjendur,Opinbert
2013-09-01,Karlar,K2: stofnun sveitarfélags,6317,Alls,Opinbert
2013-09-01,Karlar,K2: stofnun sveitarfélags,5995,Íslenskur bakgrunnur,Opinbert
2013-09-01,Karlar,K2: stofnun sveitarfélags,322,Innflytjendur,Opinbert
2013-09-01,Konur,K2: stofnun sveitarfélags,19209,Alls,Opinbert
2013-09-01,Konur,K2: stofnun sveitarfélags,17835,Íslenskur bakgrunnur,Opinbert
2013-09-01,Konur,K2: stofnun sveitarfélags,1374,Innflytjendur,Opinbert
2013-10-01,Alls,K2: stofnun sveitarfélags,24859,Alls,Opinbert
2013-10-01,Alls,K2: stofnun sveitarfélags,23150,Íslenskur bakgrunnur,Opinbert
2013-10-01,Alls,K2: stofnun sveitarfélags,1709,Innflytjendur,Opinbert
2013-10-01,Karlar,K2: stofnun sveitarfélags,5916,Alls,Opinbert
2013-10-01,Karlar,K2: stofnun sveitarfélags,5602,Íslenskur bakgrunnur,Opinbert
2013-10-01,Karlar,K2: stofnun sveitarfélags,314,Innflytjendur,Opinbert
2013-10-01,Konur,K2: stofnun sveitarfélags,18943,Alls,Opinbert
2013-10-01,Konur,K2: stofnun sveitarfélags,17548,Íslenskur bakgrunnur,Opinbert
2013-10-01,Konur,K2: stofnun sveitarfélags,1395,Innflytjendur,Opinbert
2013-11-01,Alls,K2: stofnun sveitarfélags,25109,Alls,Opinbert
2013-11-01,Alls,K2: stofnun sveitarfélags,23378,Íslenskur bakgrunnur,Opinbert
2013-11-01,Alls,K2: stofnun sveitarfélags,1731,Innflytjendur,Opinbert
2013-11-01,Karlar,K2: stofnun sveitarfélags,6019,Alls,Opinbert
2013-11-01,Karlar,K2: stofnun sveitarfélags,5703,Íslenskur bakgrunnur,Opinbert
2013-11-01,Karlar,K2: stofnun sveitarfélags,316,Innflytjendur,Opinbert
2013-11-01,Konur,K2: stofnun sveitarfélags,19090,Alls,Opinbert
2013-11-01,Konur,K2: stofnun sveitarfélags,17675,Íslenskur bakgrunnur,Opinbert
2013-11-01,Konur,K2: stofnun sveitarfélags,1415,Innflytjendur,Opinbert
2013-12-01,Alls,K2: stofnun sveitarfélags,25434,Alls,Opinbert
2013-12-01,Alls,K2: stofnun sveitarfélags,23668,Íslenskur bakgrunnur,Opinbert
2013-12-01,Alls,K2: stofnun sveitarfélags,1766,Innflytjendur,Opinbert
2013-12-01,Karlar,K2: stofnun sveitarfélags,6182,Alls,Opinbert
2013-12-01,Karlar,K2: stofnun sveitarfélags,5857,Íslenskur bakgrunnur,Opinbert
2013-12-01,Karlar,K2: stofnun sveitarfélags,325,Innflytjendur,Opinbert
2013-12-01,Konur,K2: stofnun sveitarfélags,19252,Alls,Opinbert
2013-12-01,Konur,K2: stofnun sveitarfélags,17811,Íslenskur bakgrunnur,Opinbert
2013-12-01,Konur,K2: stofnun sveitarfélags,1441,Innflytjendur,Opinbert
2014-01-01,Alls,K2: stofnun sveitarfélags,25113,Alls,Opinbert
2014-01-01,Alls,K2: stofnun sveitarfélags,23378,Íslenskur bakgrunnur,Opinbert
2014-01-01,Alls,K2: stofnun sveitarfélags,1735,Innflytjendur,Opinbert
2014-01-01,Karlar,K2: stofnun sveitarfélags,5923,Alls,Opinbert
2014-01-01,Karlar,K2: stofnun sveitarfélags,5606,Íslenskur bakgrunnur,Opinbert
2014-01-01,Karlar,K2: stofnun sveitarfélags,317,Innflytjendur,Opinbert
2014-01-01,Konur,K2: stofnun sveitarfélags,19190,Alls,Opinbert
2014-01-01,Konur,K2: stofnun sveitarfélags,17772,Íslenskur bakgrunnur,Opinbert
2014-01-01,Konur,K2: stofnun sveitarfélags,1418,Innflytjendur,Opinbert
2014-02-01,Alls,K2: stofnun sveitarfélags,25189,Alls,Opinbert
2014-02-01,Alls,K2: stofnun sveitarfélags,23437,Íslenskur bakgrunnur,Opinbert
2014-02-01,Alls,K2: stofnun sveitarfélags,1752,Innflytjendur,Opinbert
2014-02-01,Karlar,K2: stofnun sveitarfélags,6032,Alls,Opinbert
2014-02-01,Karlar,K2: stofnun sveitarfélags,5706,Íslenskur bakgrunnur,Opinbert
2014-02-01,Karlar,K2: stofnun sveitarfélags,326,Innflytjendur,Opinbert
2014-02-01,Konur,K2: stofnun sveitarfélags,19157,Alls,Opinbert
2014-02-01,Konur,K2: stofnun sveitarfélags,17731,Íslenskur bakgrunnur,Opinbert
2014-02-01,Konur,K2: stofnun sveitarfélags,1426,Innflytjendur,Opinbert
2014-03-01,Alls,K2: stofnun sveitarfélags,25243,Alls,Opinbert
2014-03-01,Alls,K2: stofnun sveitarfélags,23491,Íslenskur bakgrunnur,Opinbert
2014-03-01,Alls,K2: stofnun sveitarfélags,1752,Innflytjendur,Opinbert
2014-03-01,Karlar,K2: stofnun sveitarfélags,6060,Alls,Opinbert
2014-03-01,Karlar,K2: stofnun sveitarfélags,5730,Íslenskur bakgrunnur,Opinbert
2014-03-01,Karlar,K2: stofnun sveitarfélags,330,Innflytjendur,Opinbert
2014-03-01,Konur,K2: stofnun sveitarfélags,19183,Alls,Opinbert
2014-03-01,Konur,K2: stofnun sveitarfélags,17761,Íslenskur bakgrunnur,Opinbert
2014-03-01,Konur,K2: stofnun sveitarfélags,1422,Innflytjendur,Opinbert
2014-04-01,Alls,K2: stofnun sveitarfélags,25470,Alls,Opinbert
2014-04-01,Alls,K2: stofnun sveitarfélags,23692,Íslenskur bakgrunnur,Opinbert
2014-04-01,Alls,K2: stofnun sveitarfélags,1778,Innflytjendur,Opinbert
2014-04-01,Karlar,K2: stofnun sveitarfélags,6193,Alls,Opinbert
2014-04-01,Karlar,K2: stofnun sveitarfélags,5848,Íslenskur bakgrunnur,Opinbert
2014-04-01,Karlar,K2: stofnun sveitarfélags,345,Innflytjendur,Opinbert
2014-04-01,Konur,K2: stofnun sveitarfélags,19277,Alls,Opinbert
2014-04-01,Konur,K2: stofnun sveitarfélags,17844,Íslenskur bakgrunnur,Opinbert
2014-04-01,Konur,K2: stofnun sveitarfélags,1433,Innflytjendur,Opinbert
2014-05-01,Alls,K2: stofnun sveitarfélags,25843,Alls,Opinbert
2014-05-01,Alls,K2: stofnun sveitarfélags,24055,Íslenskur bakgrunnur,Opinbert
2014-05-01,Alls,K2: stofnun sveitarfélags,1788,Innflytjendur,Opinbert
2014-05-01,Karlar,K2: stofnun sveitarfélags,6363,Alls,Opinbert
2014-05-01,Karlar,K2: stofnun sveitarfélags,6014,Íslenskur bakgrunnur,Opinbert
2014-05-01,Karlar,K2: stofnun sveitarfélags,349,Innflytjendur,Opinbert
2014-05-01,Konur,K2: stofnun sveitarfélags,19480,Alls,Opinbert
