rikisfang,ar,n
Thailand,2009,188
Thailand,2010,173
Thailand,2011,163
Thailand,2012,156
Thailand,2013,161
Thailand,2014,159
Thailand,2015,156
Thailand,2016,151
Thailand,2017,152
Thailand,2018,159
Thailand,2019,164
Thailand,2020,168
Thailand,2021,167
Thailand,2022,166
Thailand,2023,172
Thailand,2024,170
Tadsíkistan,1998,0
Tadsíkistan,1999,0
Tadsíkistan,2000,0
Tadsíkistan,2001,0
Tadsíkistan,2002,0
Tadsíkistan,2003,0
Tadsíkistan,2004,0
Tadsíkistan,2005,0
Tadsíkistan,2006,0
Tadsíkistan,2007,0
Tadsíkistan,2008,0
Tadsíkistan,2009,0
Tadsíkistan,2010,0
Tadsíkistan,2011,0
Tadsíkistan,2012,0
Tadsíkistan,2013,0
Tadsíkistan,2014,0
Tadsíkistan,2015,0
Tadsíkistan,2016,0
Tadsíkistan,2017,1
Tadsíkistan,2018,1
Tadsíkistan,2019,1
Tadsíkistan,2020,2
Tadsíkistan,2021,3
Tadsíkistan,2022,5
Tadsíkistan,2023,5
Tadsíkistan,2024,7
Tímor-Leste,1998,0
Tímor-Leste,1999,0
Tímor-Leste,2000,0
Tímor-Leste,2001,0
Tímor-Leste,2002,0
Tímor-Leste,2003,0
Tímor-Leste,2004,0
Tímor-Leste,2005,0
Tímor-Leste,2006,0
Tímor-Leste,2007,0
Tímor-Leste,2008,0
Tímor-Leste,2009,0
Tímor-Leste,2010,0
Tímor-Leste,2011,0
Tímor-Leste,2012,0
Tímor-Leste,2013,0
Tímor-Leste,2014,0
Tímor-Leste,2015,1
Tímor-Leste,2016,0
Tímor-Leste,2017,0
Tímor-Leste,2018,0
Tímor-Leste,2019,0
Tímor-Leste,2020,0
Tímor-Leste,2021,0
Tímor-Leste,2022,0
Tímor-Leste,2023,0
Tímor-Leste,2024,0
Túrkmenistan,1998,0
Túrkmenistan,1999,0
Túrkmenistan,2000,0
Túrkmenistan,2001,0
Túrkmenistan,2002,0
Túrkmenistan,2003,0
Túrkmenistan,2004,0
Túrkmenistan,2005,0
Túrkmenistan,2006,0
Túrkmenistan,2007,0
Túrkmenistan,2008,0
Túrkmenistan,2009,0
Túrkmenistan,2010,0
Túrkmenistan,2011,0
Túrkmenistan,2012,0
Túrkmenistan,2013,0
Túrkmenistan,2014,0
Túrkmenistan,2015,0
Túrkmenistan,2016,0
Túrkmenistan,2017,0
Túrkmenistan,2018,0
Túrkmenistan,2019,0
Túrkmenistan,2020,0
Túrkmenistan,2021,0
Túrkmenistan,2022,0
Túrkmenistan,2023,0
Túrkmenistan,2024,1
Tyrkland,1998,4
Tyrkland,1999,4
Tyrkland,2000,7
Tyrkland,2001,9
Tyrkland,2002,14
Tyrkland,2003,14
Tyrkland,2004,20
Tyrkland,2005,20
Tyrkland,2006,23
Tyrkland,2007,21
Tyrkland,2008,18
Tyrkland,2009,19
Tyrkland,2010,19
Tyrkland,2011,20
Tyrkland,2012,19
Tyrkland,2013,19
Tyrkland,2014,17
Tyrkland,2015,16
Tyrkland,2016,17
Tyrkland,2017,16
Tyrkland,2018,20
Tyrkland,2019,24
Tyrkland,2020,27
Tyrkland,2021,38
Tyrkland,2022,34
Tyrkland,2023,38
Tyrkland,2024,54
Taiwan,1998,0
Taiwan,1999,0
Taiwan,2000,0
Taiwan,2001,0
Taiwan,2002,0
Taiwan,2003,0
Taiwan,2004,0
Taiwan,2005,0
Taiwan,2006,0
Taiwan,2007,0
Taiwan,2008,0
Taiwan,2009,0
Taiwan,2010,0
Taiwan,2011,2
Taiwan,2012,0
Taiwan,2013,0
Taiwan,2014,0
Taiwan,2015,0
Taiwan,2016,0
Taiwan,2017,0
Taiwan,2018,0
Taiwan,2019,0
Taiwan,2020,0
Taiwan,2021,0
Taiwan,2022,0
Taiwan,2023,0
Taiwan,2024,0
Úsbekistan,1998,0
Úsbekistan,1999,0
Úsbekistan,2000,0
Úsbekistan,2001,0
Úsbekistan,2002,0
Úsbekistan,2003,0
Úsbekistan,2004,0
Úsbekistan,2005,1
Úsbekistan,2006,1
Úsbekistan,2007,0
Úsbekistan,2008,0
Úsbekistan,2009,1
Úsbekistan,2010,1
Úsbekistan,2011,1
Úsbekistan,2012,1
Úsbekistan,2013,2
Úsbekistan,2014,2
Úsbekistan,2015,2
Úsbekistan,2016,2
Úsbekistan,2017,1
Úsbekistan,2018,2
Úsbekistan,2019,3
Úsbekistan,2020,0
Úsbekistan,2021,0
Úsbekistan,2022,0
Úsbekistan,2023,0
Úsbekistan,2024,1
Víetnam,1998,15
Víetnam,1999,21
Víetnam,2000,29
Víetnam,2001,59
Víetnam,2002,79
Víetnam,2003,94
Víetnam,2004,102
Víetnam,2005,109
Víetnam,2006,119
Víetnam,2007,121
Víetnam,2008,127
Víetnam,2009,122
Víetnam,2010,102
Víetnam,2011,103
Víetnam,2012,105
Víetnam,2013,111
Víetnam,2014,103
Víetnam,2015,111
Víetnam,2016,117
Víetnam,2017,122
Víetnam,2018,147
Víetnam,2019,163
Víetnam,2020,181
Víetnam,2021,222
Víetnam,2022,236
Víetnam,2023,292
Víetnam,2024,487
Jemen,1998,0
Jemen,1999,0
Jemen,2000,0
Jemen,2001,0
Jemen,2002,0
Jemen,2003,0
Jemen,2004,0
Jemen,2005,0
Jemen,2006,0
Jemen,2007,0
Jemen,2008,0
Jemen,2009,0
Jemen,2010,0
Jemen,2011,0
Jemen,2012,0
Jemen,2013,0
Jemen,2014,0
Jemen,2015,0
Jemen,2016,0
Jemen,2017,1
Jemen,2018,0
Jemen,2019,2
Jemen,2020,4
Jemen,2021,9
Jemen,2022,14
Jemen,2023,17
Jemen,2024,23
Ástralía,1998,3
Ástralía,1999,6
Ástralía,2000,11
Ástralía,2001,13
Ástralía,2002,16
Ástralía,2003,15
Ástralía,2004,15
Ástralía,2005,16
Ástralía,2006,29
Ástralía,2007,38
Ástralía,2008,43
Ástralía,2009,24
Ástralía,2010,19
Ástralía,2011,16
Ástralía,2012,22
Ástralía,2013,28
Ástralía,2014,25
Ástralía,2015,24
Ástralía,2016,26
Ástralía,2017,23
Ástralía,2018,28
Ástralía,2019,27
Ástralía,2020,26
Ástralía,2021,27
Ástralía,2022,37
Ástralía,2023,36
Ástralía,2024,36
Fiji,1998,0
Fiji,1999,0
Fiji,2000,0
Fiji,2001,0
Fiji,2002,0
Fiji,2003,0
Fiji,2004,0
Fiji,2005,0
Fiji,2006,0
Fiji,2007,0
Fiji,2008,0
Fiji,2009,0
Fiji,2010,0
Fiji,2011,0
Fiji,2012,0
Fiji,2013,0
Fiji,2014,0
Fiji,2015,0
Fiji,2016,0
Fiji,2017,0
Fiji,2018,0
Fiji,2019,0
Fiji,2020,0
Fiji,2021,0
Fiji,2022,0
Fiji,2023,0
Fiji,2024,1
Naúrú,1998,0
Naúrú,1999,0
Naúrú,2000,0
Naúrú,2001,0
Naúrú,2002,0
Naúrú,2003,0
Naúrú,2004,0
Naúrú,2005,0
Naúrú,2006,0
Naúrú,2007,0
Naúrú,2008,0
Naúrú,2009,0
Naúrú,2010,0
Naúrú,2011,0
Naúrú,2012,0
Naúrú,2013,0
Naúrú,2014,0
Naúrú,2015,0
Naúrú,2016,0
Naúrú,2017,0
Naúrú,2018,0
Naúrú,2019,0
Naúrú,2020,0
Naúrú,2021,0
Naúrú,2022,0
Naúrú,2023,0
Naúrú,2024,0
Nýja-Sjáland,1998,3
Nýja-Sjáland,1999,3
Nýja-Sjáland,2000,3
Nýja-Sjáland,2001,6
Nýja-Sjáland,2002,7
Nýja-Sjáland,2003,8
Nýja-Sjáland,2004,10
Nýja-Sjáland,2005,8
Nýja-Sjáland,2006,11
Nýja-Sjáland,2007,23
Nýja-Sjáland,2008,21
Nýja-Sjáland,2009,17
Nýja-Sjáland,2010,12
Nýja-Sjáland,2011,10
Nýja-Sjáland,2012,10
Nýja-Sjáland,2013,10
Nýja-Sjáland,2014,6
Nýja-Sjáland,2015,8
Nýja-Sjáland,2016,11
Nýja-Sjáland,2017,13
Nýja-Sjáland,2018,18
Nýja-Sjáland,2019,20
Nýja-Sjáland,2020,15
Nýja-Sjáland,2021,12
Nýja-Sjáland,2022,12
Nýja-Sjáland,2023,11
Nýja-Sjáland,2024,12
Papúa Nýja-Gínea,1998,0
Papúa Nýja-Gínea,1999,0
Papúa Nýja-Gínea,2000,0
Papúa Nýja-Gínea,2001,0
Papúa Nýja-Gínea,2002,0
Papúa Nýja-Gínea,2003,0
Papúa Nýja-Gínea,2004,0
Papúa Nýja-Gínea,2005,0
Papúa Nýja-Gínea,2006,0
Papúa Nýja-Gínea,2007,0
Papúa Nýja-Gínea,2008,0
Papúa Nýja-Gínea,2009,0
Papúa Nýja-Gínea,2010,0
Papúa Nýja-Gínea,2011,0
Papúa Nýja-Gínea,2012,0
Papúa Nýja-Gínea,2013,0
Papúa Nýja-Gínea,2014,0
Papúa Nýja-Gínea,2015,0
Papúa Nýja-Gínea,2016,0
Papúa Nýja-Gínea,2017,0
Papúa Nýja-Gínea,2018,0
Papúa Nýja-Gínea,2019,1
Papúa Nýja-Gínea,2020,0
Papúa Nýja-Gínea,2021,0
Papúa Nýja-Gínea,2022,2
Papúa Nýja-Gínea,2023,0
Papúa Nýja-Gínea,2024,2
Salómonseyjar,1998,0
Salómonseyjar,1999,0
Salómonseyjar,2000,0
Salómonseyjar,2001,0
Salómonseyjar,2002,0
Salómonseyjar,2003,0
Salómonseyjar,2004,0
Salómonseyjar,2005,0
Salómonseyjar,2006,0
Salómonseyjar,2007,0
Salómonseyjar,2008,0
Salómonseyjar,2009,0
Salómonseyjar,2010,0
Salómonseyjar,2011,0
Salómonseyjar,2012,0
Salómonseyjar,2013,0
Salómonseyjar,2014,0
Salómonseyjar,2015,0
Salómonseyjar,2016,0
Salómonseyjar,2017,0
Salómonseyjar,2018,0
Salómonseyjar,2019,0
Salómonseyjar,2020,0
Salómonseyjar,2021,0
Salómonseyjar,2022,0
Salómonseyjar,2023,0
Salómonseyjar,2024,2
Tonga,1998,0
Tonga,1999,0
Tonga,2000,0
Tonga,2001,0
Tonga,2002,0
Tonga,2003,0
Tonga,2004,0
Tonga,2005,1
Tonga,2006,1
Tonga,2007,1
Tonga,2008,1
Tonga,2009,1
Tonga,2010,0
Tonga,2011,0
Tonga,2012,0
Tonga,2013,0
Tonga,2014,0
Tonga,2015,0
Tonga,2016,0
Tonga,2017,0
Tonga,2018,0
Tonga,2019,0
Tonga,2020,0
Tonga,2021,0
Tonga,2022,0
Tonga,2023,0
Tonga,2024,0
Vanúatú,1998,0
Vanúatú,1999,0
Vanúatú,2000,0
Vanúatú,2001,0
Vanúatú,2002,0
Vanúatú,2003,0
Vanúatú,2004,0
Vanúatú,2005,0
Vanúatú,2006,0
Vanúatú,2007,0
Vanúatú,2008,0
Vanúatú,2009,0
Vanúatú,2010,0
Vanúatú,2011,0
Vanúatú,2012,0
Vanúatú,2013,0
Vanúatú,2014,0
Vanúatú,2015,0
Vanúatú,2016,0
Vanúatú,2017,0
Vanúatú,2018,0
Vanúatú,2019,0
Vanúatú,2020,0
Vanúatú,2021,0
Vanúatú,2022,0
Vanúatú,2023,2
Vanúatú,2024,2
"Útlönd, ótilgreint land",1998,0
"Útlönd, ótilgreint land",1999,0
"Útlönd, ótilgreint land",2000,1
"Útlönd, ótilgreint land",2001,1
"Útlönd, ótilgreint land",2002,1
"Útlönd, ótilgreint land",2003,1
"Útlönd, ótilgreint land",2004,12
"Útlönd, ótilgreint land",2005,15
"Útlönd, ótilgreint land",2006,17
"Útlönd, ótilgreint land",2007,0
"Útlönd, ótilgreint land",2008,0
"Útlönd, ótilgreint land",2009,0
"Útlönd, ótilgreint land",2010,0
"Útlönd, ótilgreint land",2011,0
"Útlönd, ótilgreint land",2012,0
"Útlönd, ótilgreint land",2013,0
"Útlönd, ótilgreint land",2014,0
"Útlönd, ótilgreint land",2015,0
"Útlönd, ótilgreint land",2016,0
"Útlönd, ótilgreint land",2017,0
"Útlönd, ótilgreint land",2018,0
"Útlönd, ótilgreint land",2019,0
"Útlönd, ótilgreint land",2020,0
"Útlönd, ótilgreint land",2021,0
"Útlönd, ótilgreint land",2022,0
"Útlönd, ótilgreint land",2023,0
"Útlönd, ótilgreint land",2024,0
Ríkisfangslaus,1998,2
Ríkisfangslaus,1999,2
Ríkisfangslaus,2000,2
Ríkisfangslaus,2001,2
Ríkisfangslaus,2002,13
Ríkisfangslaus,2003,12
Ríkisfangslaus,2004,13
Ríkisfangslaus,2005,15
Ríkisfangslaus,2006,27
Ríkisfangslaus,2007,47
Ríkisfangslaus,2008,52
Ríkisfangslaus,2009,62
Ríkisfangslaus,2010,54
Ríkisfangslaus,2011,46
Ríkisfangslaus,2012,58
Ríkisfangslaus,2013,62
Ríkisfangslaus,2014,68
Ríkisfangslaus,2015,77
Ríkisfangslaus,2016,74
Ríkisfangslaus,2017,50
Ríkisfangslaus,2018,37
Ríkisfangslaus,2019,28
Ríkisfangslaus,2020,34
Ríkisfangslaus,2021,32
Ríkisfangslaus,2022,27
Ríkisfangslaus,2023,27
Ríkisfangslaus,2024,23
